id,UserID
6767,379550606
6768,502977982
6769,403715964
6770,680238035
6771,268840818
6772,769931207
6773,546292062
6774,583625592
6775,380900982
6776,501122295
6777,7591596
6778,181623906
6779,725542920
6780,384126970
6781,57769772
6782,106302589
6783,383661165
6784,351837715
6785,178006772
6786,374949079
6787,201800664
6788,463551628
6789,741418052
6790,79531385
6791,237192863
6792,479457177
6793,267921320
6794,501528922
6795,492127483
6796,231047622
6797,424125058
6798,361119948
6799,709345376
6800,766982641
6801,707353347
6802,544322931
6803,322846591
6804,528558958
6805,798631441
6806,411860609
6807,436183675
6808,356181644
6809,728584179
6810,651056857
6811,791907662
6812,202863299
6813,704336163
6814,499274476
6815,335499546
6816,240153767
6817,694896954
6818,57936534
6819,375100675
6820,530168166
6821,615423858
6822,796233456
6823,448517993
6824,333957320
6825,643191902
6826,472417798
6827,499907491
6828,743546803
6829,452582020
6830,505865919
6831,741038649
6832,596148343
6833,619003679
6834,376758257
6835,501654703
6836,658737036
6837,747113760
6838,621207012
6839,566049146
6840,504324628
6841,56028002
6842,749548730
6843,510696846
6844,410645831
6845,115978214
6846,546538819
6847,691103157
6848,413789964
6849,41963439
6850,555942848
6851,106580612
6852,244247323
6853,448666858
6854,458156561
6855,388810924
6856,585876800
6857,669920011
6858,638961707
6859,403330243
6860,618399174
6861,657948329
6862,251283977
6863,592236011
6864,83464251
6865,745264611
6866,744177338
6867,616074826
6868,653657485
6869,262487643
6870,606477776
6871,401020399
6872,516909397
6873,731849
6874,572513020
6875,177020750
6876,537371540
6877,635243392
6878,303246417
6879,688584553
6880,554114703
6881,337872196
6882,166964242
6883,341351408
6884,253725443
6885,309545964
6886,792702873
6887,726396847
6888,437992758
6889,432059833
6890,731740478
6891,794657390
6892,600886089
6893,565950023
6894,438607721
6895,387562453
6896,460960159
6897,635858055
6898,693569387
6899,755481910
6900,137256412
6901,746626765
6902,264569736
6903,371876089
6904,745721924
6905,131847070
6906,934570
6907,342500145
6908,608019109
6909,291336086
6910,689347683
6911,453617301
6912,440699175
6913,428463219
6914,724030923
6915,223251976
6916,429563755
6917,366099700
6918,589923966
6919,449012832
6920,782394395
6921,342294206
6922,552462946
6923,90713700
6924,698680544
6925,690237102
6926,322725544
6927,337470342
6928,466614132
6929,516450602
6930,569397047
6931,225614436
6932,788402966
6933,545877375
6934,568360326
6935,213914265
6936,159164806
6937,234511755
6938,543693078
6939,792601864
6940,573621721
6941,576196933
6942,671024382
6943,107143116
6944,409886661
6945,591393064
6946,498981954
6947,457083231
6948,628410521
6949,434772456
6950,537862791
6951,197787561
6952,462595535
6953,295858231
6954,412133146
6955,352274293
6956,512810137
6957,603423213
6958,515913838
6959,685490166
6960,104085454
6961,243617796
6962,405359449
6963,472287149
6964,426917322
6965,3847049
6966,314142329
6967,502840013
6968,555245827
6969,509052108
6970,325457736
6971,506040458
6972,467776017
6973,341827425
6974,133357834
6975,563028636
6976,550221611
6977,209327026
6978,77416643
6979,74728480
6980,624330742
6981,689581399
6982,627726848
6983,353350155
6984,399817157
6985,411448062
6986,333427605
6987,598674597
6988,662797498
6989,643432955
6990,430729648
6991,476475911
6992,737500235
6993,490287372
6994,689396878
6995,53314986
6996,79272526
6997,51229529
6998,603065893
6999,491332475
7000,49059546
7001,790029964
7002,395037447
7003,344291882
7004,416721031
7005,695377033
7006,526398943
7007,532487858
7008,527290530
7009,702527392
7010,448544281
7011,700873677
7012,68296434
7013,559995871
7014,119162231
7015,410927933
7016,312551621
7017,377494064
7018,211693907
7019,481018687
7020,453542573
7021,86807435
7022,595940304
7023,692465627
7024,178817628
7025,344060597
7026,296950823
7027,615906448
7028,260514202
7029,591826805
7030,389617653
7031,541936799
7032,515537101
7033,246061718
7034,416249266
7035,618517886
7036,271148207
7037,581689658
7038,449735840
7039,541357842
7040,293096523
7041,519780931
7042,384430731
7043,182822428
7044,570726706
7045,344649011
7046,658834244
7047,398525920
7048,538246700
7049,390918148
7050,455209039
7051,141000232
7052,565075808
7053,423233949
7054,667452128
7055,504628829
7056,633391584
7057,534745370
7058,371996139
7059,362946471
7060,650546557
7061,279115579
7062,692628541
7063,520586052
7064,648297174
7065,248030992
7066,507089830
7067,594263133
7068,589558892
7069,425101637
7070,367730777
7071,468038247
7072,436135974
7073,353863418
7074,424925157
7075,502014878
7076,112981622
7077,97680917
7078,562194335
7079,469242536
7080,381685515
7081,148672895
7082,371439277
7083,255835582
7084,380843890
7085,387676671
7086,199840016
7087,208897775
7088,320502130
7089,551907580
7090,270356438
7091,42834933
7092,397578314
7093,416616006
7094,675397586
7095,548014249
7096,512310351
7097,451717492
7098,215669675
7099,230019134
7100,560536692
7101,521682167
7102,140638756
7103,479571944
7104,200863314
7105,448507112
7106,331286731
7107,527429565
7108,682630545
7109,366657812
7110,604307654
7111,512611054
7112,550650533
7113,73375662
7114,493238803
7115,72071103
7116,496661854
7117,344619055
7118,418433126
7119,546422842
7120,311472792
7121,671977617
7122,655275488
7123,153624800
7124,187732223
7125,689505029
7126,343808190
7127,551641537
7128,454398430
7129,415809933
7130,376294919
7131,485873414
7132,665679747
7133,322186476
7134,441898136
7135,106574049
7136,52227950
7137,380256265
7138,654729426
7139,524013889
7140,589087842
7141,664690080
7142,144573247
7143,223112731
7144,454637612
7145,491244218
7146,284522239
7147,461890085
7148,487772370
7149,332816984
7150,578813501
7151,155543582
7152,513647353
7153,543354265
7154,558861294
7155,575887863
7156,542757081
7157,388873712
7158,300971150
7159,386493088
7160,421189512
7161,310989959
7162,316251491
7163,246787831
7164,438397889
7165,459823668
7166,362245320
7167,119641797
7168,527553312
7169,596010775
7170,407323126
7171,198789304
7172,536804361
7173,495805379
7174,357797317
7175,308639338
7176,459293523
7177,281886288
7178,340724242
7179,179543104
7180,603830588
7181,435919600
7182,262745555
7183,494186103
7184,518615201
7185,490728709
7186,189940167
7187,163442075
7188,350116661
7189,592048479
7190,587923376
7191,334561684
7192,388804996
7193,237224335
7194,340033214
7195,554013317
7196,262103050
7197,265655126
7198,429820860
7199,571058479
7200,526554060
7201,228421613
7202,402576510
7203,453220831
7204,88431364
7205,470652217
7206,528058179
7207,292441971
7208,501958267
7209,483201597
7210,577820875
7211,370629780
7212,1358477
7213,277108511
7214,442327265
7215,474960037
7216,402300784
7217,436512140
7218,467244163
7219,320493219
7220,560906758
7221,305462674
7222,293651547
7223,504408033
7224,398577504
7225,561852769
7226,313027822
7227,229262086
7228,381858645
7229,432951185
7230,267496463
7231,468577158
7232,166159541
7233,558238253
7234,361157861
7235,422866588
7236,380303699
7237,405532994
7238,420472367
7239,404913972
7240,176962637
7241,399956774
7242,200659685
7243,269150909
7244,431413340
7245,290421487
7246,199185688
7247,467279076
7248,225490370
7249,532143237
7250,112096596
7251,415718671
7252,252151097
7253,96268228
7254,413576492
7255,279880676
7256,144776549
7257,225350597
7258,189059405
7259,146932844
7260,506747040
7261,246140439
7262,449265428
7263,53027126
7264,455689610
7265,543555875
7266,546038115
7267,521411839
7268,332797026
7269,523047388
7270,534605106
7271,351000044
7272,534694921
7273,423979291
7274,506026373
7275,398908703
7276,435541811
7277,161612716
7278,173203217
7279,162718830
7280,425307803
7281,406712188
7282,288271658
7283,305446448
7284,249922311
7285,482428824
7286,360440097
7287,273028065
7288,396687827
7289,263606998
7290,511959552
7291,327646551
7292,382363695
7293,482112993
7294,483258623
7295,394054701
7296,54489648
7297,399658205
7298,519169536
7299,518899053
7300,511343609
7301,65957518
7302,243658945
7303,520893673
7304,418495191
7305,516153690
7306,503696616
7307,185343491
7308,267033194
7309,199993787
7310,383966030
7311,272394611
7312,425006323
7313,268988269
7314,149926766
7315,372737190
7316,537750357
7317,354549687
7318,332685666
7319,287992354
7320,156686960
7321,304126951
7322,479958771
7323,122825273
7324,415842121
7325,428612063
7326,67534594
7327,535617305
7328,480490621
7329,126905746
7330,541989116
7331,365244842
7332,497412788
7333,322021874
7334,506413134
7335,540000478
7336,184106660
7337,387809015
7338,426860428
7339,474041838
7340,309396404
7341,202420547
7342,338703894
7343,10172
7344,469115079
7345,247657840
7346,358188522
7347,97957423
7348,78439255
7349,453882704
7350,495747239
7351,452647865
7352,315827297
7353,59965629
7354,179624392
7355,467864471
7356,528189252
7357,387991882
7358,250541906
7359,241069786
7360,214760305
7361,455926546
7362,529871759
7363,257770376
7364,374955619
7365,386155187
7366,39982948
7367,362881305
7368,436813324
7369,317053775
7370,75925620
7371,254540583
7372,232417895
7373,537969785
7374,483385666
7375,463726711
7376,200290836
7377,259825776
7378,139949980
7379,406842171
7380,444418373
7381,507660475
7382,328576629
7383,202512039
7384,469277296
7385,106924754
7386,199681154
7387,192484755
7388,342772656
7389,51080553
7390,470208612
7391,360173790
7392,446797635
7393,461965119
7394,448869757
7395,496268244
7396,443421783
7397,513977912
7398,426255359
7399,333210305
7400,308105600
7401,302749081
7402,402638292
7403,209211856
7404,466275627
7405,113063984
7406,187533853
7407,324963303
7408,270581451
7409,399936968
7410,412098848
7411,438903362
7412,376869355
7413,311716693
7414,279050232
7415,500565420
7416,467489002
7417,216521035
7418,390406027
7419,383237697
7420,445706917
7421,93797677
7422,287467278
7423,200285311
7424,341716561
7425,93288631
7426,261133927
7427,206323737
7428,246181396
7429,302199641
7430,133706037
7431,257701607
7432,416324033
7433,170774298
7434,466688578
7435,207154401
7436,283430980
7437,302853320
7438,20309594
7439,427844963
7440,189010921
7441,224619145
7442,311488960
7443,378456365
7444,294447641
7445,319810786
7446,1109849
7447,218666476
7448,249794922
7449,360374245
7450,438178380
7451,272495757
7452,368387906
7453,259574723
7454,367895698
7455,409611467
7456,381407802
7457,426663714
7458,341553824
7459,400144787
7460,404347962
7461,429603499
7462,431449250
7463,432214803
7464,52189863
7465,182959896
7466,343563383
7467,373584770
7468,378733840
7469,406460508
7470,413246067
7471,424695456
7472,425361928
7473,435982902
7474,443901562
7475,35434784
7476,307329028
7477,337052869
7478,360890145
7479,377911670
7480,382652659
7481,405761346
7482,409503377
7483,422058031
7484,263357239
7485,230018616
7486,336051178
7487,77889971
7488,74040685
7489,112250488
7490,120985144
7491,182130152
7492,218928934
7493,244644188
7494,330406032
7495,335996128
7496,341828091
7497,390842155
7498,393460281
7499,397745227
7500,409674567
7501,410848577
7502,419200281
7503,420744254
7504,431847562
7505,200414902
7506,420792600
7507,233692012
7508,263848501
7509,276157391
7510,340042865
